condition	GO_enrichment	concord	compound	SGTC_ID	SGTC_ID.BP	signature	type	drug
NIBR_1387|B:200uM	NIBR_1387|B:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=1387_200_NIBR_0074_2019-09-16-16-50-13_fdrThresh_0.1_MCL_HyperG_withNonEnrich>1387_200_NIBR_0074</a>	0.4	7624732	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2293>SGTC_2293</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2293.BP>SGTC_2293.BP</a>	166	minor	1387
NIBR_2132|B:200uM	NIBR_2132|B:200uM	no GO enrichment							2132
NIBR_2321:200uM	NIBR_2321:200uM	no GO enrichment							2321
NIBR_2410:200uM	NIBR_2410:200uM	no GO enrichment							2410
NIBR_2411:200uM	NIBR_2411:200uM	no GO enrichment							2411
NIBR_2412:200uM	NIBR_2412:200uM	no GO enrichment							2412
NIBR_1439:300uM	NIBR_1439:300uM	no GO enrichment							1439
NIBR_1440:300uM	NIBR_1440:300uM	no GO enrichment							1440
NIBR_1538:34uM	NIBR_1538:34uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=1538_34_NIBR_0074_2019-09-16-16-50-30_fdrThresh_0.1_MCL_HyperG_withNonEnrich>1538_34_NIBR_0074</a>	0.67	4234-0266	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_195>SGTC_195</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_195.BP>SGTC_195.BP</a>	101	minor	1538
NIBR_1440:350uM	NIBR_1440:350uM	no GO enrichment							1440
NIBR_1439:400uM	NIBR_1439:400uM	no GO enrichment							1439
NIBR_2330:44uM	NIBR_2330:44uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2330_44_NIBR_0074_2019-09-16-16-50-37_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2330_44_NIBR_0074</a>	0.94	9053361	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2363>SGTC_2363</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2363.BP>SGTC_2363.BP</a>	Golgi	major	2330
NIBR_2334:44.155uM	NIBR_2334:44.155uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2334_44.155_NIBR_0074_2019-09-16-16-50-39_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2334_44.155_NIBR_0074</a>	0.96	9053361	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2363>SGTC_2363</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2363.BP>SGTC_2363.BP</a>	Golgi	major	2334
NIBR_1544:5uM	NIBR_1544:5uM	no GO enrichment							1544
NIBR_1545:5uM	NIBR_1545:5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=1545_5_NIBR_0074_2019-09-16-16-50-44_fdrThresh_0.1_MCL_HyperG_withNonEnrich>1545_5_NIBR_0074</a>	0.51	4469-0003	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_152>SGTC_152</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_152.BP>SGTC_152.BP</a>	19	minor	1545
NIBR_2359:50uM	NIBR_2359:50uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2359_50_NIBR_0074_2019-09-16-16-50-47_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2359_50_NIBR_0074</a>	0.6	st057645	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1864>SGTC_1864</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1864.BP>SGTC_1864.BP</a>	amide catabolism	major	2359
UBC_0074-0023:107.66uM	UBC_0074-0023:107.66uM	no GO enrichment							0074-0023
UBC_0074-0074:590.99uM	UBC_0074-0074:590.99uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_0074-0074_2019-09-16-16-50-54_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_0074-0074</a>	0.84	0508-1999	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_756>SGTC_756</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_756.BP>SGTC_756.BP</a>	RPP1 & pyrimidine depletion	major	0074-0074
UBC_0075-0058:9.45uM	UBC_0075-0058:9.45uM	no GO enrichment							0075-0058
NIBR_2126:0.652uM	NIBR_2126:0.652uM	no GO enrichment							2126
NIBR_2109:0.8uM	NIBR_2109:0.8uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2109_0.8_NIBR_0076_2019-09-16-16-51-03_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2109_0.8_NIBR_0076</a>	0.58	jasmonic acid 	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1116>SGTC_1116</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1116.BP>SGTC_1116.BP</a>	148	minor	2109
NIBR_2126:1uM	NIBR_2126:1uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2126_1_NIBR_0076_2019-09-16-16-51-05_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2126_1_NIBR_0076</a>	0.49	k038-0059	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_340>SGTC_340</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_340.BP>SGTC_340.BP</a>	ubiquinone biosynthesis & proteasome	major	2126
NIBR_2609:1.187uM	NIBR_2609:1.187uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2609_1.187_NIBR_0076_2019-09-16-16-51-08_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2609_1.187_NIBR_0076</a>	0.26	toremifene	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2769>SGTC_2769</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2769.BP>SGTC_2769.BP</a>		unique	2609
NIBR_2109:1.2uM	NIBR_2109:1.2uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2109_1.2_NIBR_0076_2019-09-16-16-51-10_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2109_1.2_NIBR_0076</a>	0.62	ketoconazole	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1066>SGTC_1066</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1066.BP>SGTC_1066.BP</a>	118	minor	2109
NIBR_2546:1.2uM	NIBR_2546:1.2uM	no GO enrichment							2546
NIBR_2541:1.5uM	NIBR_2541:1.5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2541_1.5_NIBR_0076_2019-09-16-16-51-15_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2541_1.5_NIBR_0076</a>	0.96	st003713	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1627>SGTC_1627</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1627.BP>SGTC_1627.BP</a>	calcium & mitochondrial duress	major	2541
NIBR_2543:1.5uM	NIBR_2543:1.5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2543_1.5_NIBR_0076_2019-09-16-16-51-17_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2543_1.5_NIBR_0076</a>	0.68	9015042	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2853>SGTC_2853</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2853.BP>SGTC_2853.BP</a>	167	minor	2543
NIBR_2609:1.5uM	NIBR_2609:1.5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2609_1.5_NIBR_0076_2019-09-16-16-51-19_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2609_1.5_NIBR_0076</a>	0.24	toremifene	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2769>SGTC_2769</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2769.BP>SGTC_2769.BP</a>		unique	2609
NIBR_1179:10uM	NIBR_1179:10uM	no GO enrichment							1179
NIBR_2474:10uM	NIBR_2474:10uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2474_10_NIBR_0076_2019-09-16-16-51-24_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2474_10_NIBR_0076</a>	0.98	0099-0242	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_63>SGTC_63</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_63.BP>SGTC_63.BP</a>	mitochondrial stress	major	2474
NIBR_2475:10uM	NIBR_2475:10uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2475_10_NIBR_0076_2019-09-16-16-51-27_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2475_10_NIBR_0076</a>	0.97	0099-0242	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_63>SGTC_63</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_63.BP>SGTC_63.BP</a>	mitochondrial stress	major	2475
NIBR_1436:12uM	NIBR_1436:12uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=1436_12_NIBR_0076_2019-09-16-16-51-30_fdrThresh_0.1_MCL_HyperG_withNonEnrich>1436_12_NIBR_0076</a>	0.39	3253-0744	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_148>SGTC_148</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_148.BP>SGTC_148.BP</a>	68	minor	1436
NIBR_2406:12uM	NIBR_2406:12uM	no GO enrichment							2406
NIBR_2607:120uM	NIBR_2607:120uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2607_120_NIBR_0076_2019-09-16-16-51-35_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2607_120_NIBR_0076</a>	0.25	wortmannin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1877>SGTC_1877</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1877.BP>SGTC_1877.BP</a>	4	minor	2607
NIBR_2406:16uM	NIBR_2406:16uM	no GO enrichment							2406
NIBR_2424:20.775uM	NIBR_2424:20.775uM	no GO enrichment							2424
NIBR_21:200uM	NIBR_21:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=21_200_NIBR_0076_2019-09-16-16-51-42_fdrThresh_0.1_MCL_HyperG_withNonEnrich>21_200_NIBR_0076</a>	0.28	5863136	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2452>SGTC_2452</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2452.BP>SGTC_2452.BP</a>		unique	21
NIBR_1190:200uM	NIBR_1190:200uM	no GO enrichment							1190
NIBR_2417:200uM	NIBR_2417:200uM	no GO enrichment							2417
NIBR_2606:200uM	NIBR_2606:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2606_200_NIBR_0076_2019-09-16-16-51-49_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2606_200_NIBR_0076</a>	0.29	3852-0577	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1215>SGTC_1215</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1215.BP>SGTC_1215.BP</a>	52	minor	2606
NIBR_2610:200uM	NIBR_2610:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2610_200_NIBR_0076_2019-09-16-16-51-52_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2610_200_NIBR_0076</a>	0.61	1672-3436	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_306>SGTC_306</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_306.BP>SGTC_306.BP</a>	Golgi	major	2610
NIBR_1266:20nM	NIBR_1266:20nM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=1266_20000_NIBR_0076_2019-09-16-16-51-54_fdrThresh_0.1_MCL_HyperG_withNonEnrich>1266_20000_NIBR_0076</a>	0.77	7959871	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2810>SGTC_2810</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2810.BP>SGTC_2810.BP</a>	copper-dependent oxidative stress	major	1266
NIBR_274:30uM	NIBR_274:30uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=274_30_NIBR_0076_2019-09-16-16-51-56_fdrThresh_0.1_MCL_HyperG_withNonEnrich>274_30_NIBR_0076</a>	0.64	9074162	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2953>SGTC_2953</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2953.BP>SGTC_2953.BP</a>	268	minor	274
NIBR_1413:40uM	NIBR_1413:40uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=1413_40_NIBR_0076_2019-09-16-16-51-58_fdrThresh_0.1_MCL_HyperG_withNonEnrich>1413_40_NIBR_0076</a>	0.52	arbidol	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_397>SGTC_397</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_397.BP>SGTC_397.BP</a>	cell wall	major	1413
NIBR_2424:40.775uM	NIBR_2424:40.775uM	no GO enrichment							2424
NIBR_2333:5uM	NIBR_2333:5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2333_5_NIBR_0076_2019-09-16-16-52-04_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2333_5_NIBR_0076</a>	0.78	lucigenin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_117>SGTC_117</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_117.BP>SGTC_117.BP</a>	redox potentiating	major	2333
NIBR_2603:58.043uM	NIBR_2603:58.043uM	no GO enrichment							2603
NIBR_2360:88uM	NIBR_2360:88uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2360_88_NIBR_0076_2019-09-16-16-52-09_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2360_88_NIBR_0076</a>	0.88	1403-0014	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1188>SGTC_1188</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1188.BP>SGTC_1188.BP</a>	mitochondrial stress	major	2360
NIBR_2607:88.898uM	NIBR_2607:88.898uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2607_88.898_NIBR_0076_2019-09-16-16-52-12_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2607_88.898_NIBR_0076</a>	0.25	st076221	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1941>SGTC_1941</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1941.BP>SGTC_1941.BP</a>	sphingolipid biosynthesis & PDR1	major	2607
NIBR_501|B:0.7uM	NIBR_501|B:0.7uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=501_0.7_NIBR_0078_2019-09-16-16-52-17_fdrThresh_0.1_MCL_HyperG_withNonEnrich>501_0.7_NIBR_0078</a>	0.43	chloral hydrate	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_451>SGTC_451</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_451.BP>SGTC_451.BP</a>	279	minor	501
NIBR_2699:0.8uM	NIBR_2699:0.8uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2699_0.8_NIBR_0078_2019-09-16-16-52-19_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2699_0.8_NIBR_0078</a>	0.38	7959871	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2810>SGTC_2810</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2810.BP>SGTC_2810.BP</a>	copper-dependent oxidative stress	major	2699
NIBR_2697:1.5uM	NIBR_2697:1.5uM	no GO enrichment							2697
NIBR_2368:100uM	NIBR_2368:100uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2368_100_NIBR_0078_2019-09-16-16-52-23_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2368_100_NIBR_0078</a>	0.57	3970-0862	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_168>SGTC_168</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_168.BP>SGTC_168.BP</a>	83	minor	2368
NIBR_2750:128.875uM	NIBR_2750:128.875uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2750_128.875_NIBR_0078_2019-09-16-16-52-26_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2750_128.875_NIBR_0078</a>	0.63	5812728	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2475>SGTC_2475</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2475.BP>SGTC_2475.BP</a>	mitochondrial processes	major	2750
NIBR_2757:145.232uM	NIBR_2757:145.232uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2757_145.232_NIBR_0078_2019-09-16-16-52-29_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2757_145.232_NIBR_0078</a>	0.63	3448-5400	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_708>SGTC_708</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_708.BP>SGTC_708.BP</a>		unique	2757
NIBR_2754:168.608uM	NIBR_2754:168.608uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2754_168.608_NIBR_0078_2019-09-16-16-52-32_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2754_168.608_NIBR_0078</a>	0.54	4012297	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2009>SGTC_2009</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2009.BP>SGTC_2009.BP</a>	cell wall signaling	major	2754
NIBR_2112:18uM	NIBR_2112:18uM	no GO enrichment							2112
NIBR_2388:180uM	NIBR_2388:180uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2388_180_NIBR_0078_2019-09-16-16-52-38_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2388_180_NIBR_0078</a>	0.23	5219693	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2082>SGTC_2082</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2082.BP>SGTC_2082.BP</a>	RNA processing & uracil transport	major	2388
NIBR_2364:2.5uM	NIBR_2364:2.5uM	no GO enrichment							2364
NIBR_2473:200uM	NIBR_2473:200uM	no GO enrichment							2473
NIBR_2608:200uM	NIBR_2608:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2608_200_NIBR_0078_2019-09-16-16-52-45_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2608_200_NIBR_0078</a>	0.15	wortmannin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1877>SGTC_1877</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1877.BP>SGTC_1877.BP</a>	4	minor	2608
NIBR_2759:200uM	NIBR_2759:200uM	no GO enrichment							2759
NIBR_523:22uM	NIBR_523:22uM	no GO enrichment							523
NIBR_2051:25uM	NIBR_2051:25uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2051_25_NIBR_0078_2019-09-16-16-52-52_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2051_25_NIBR_0078</a>	0.57	9128781	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_3211>SGTC_3211</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_3211.BP>SGTC_3211.BP</a>		unique	2051
NIBR_2112:36uM	NIBR_2112:36uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2112_36_NIBR_0078_2019-09-16-16-52-56_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2112_36_NIBR_0078</a>	0.64	lucigenin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_117>SGTC_117</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_117.BP>SGTC_117.BP</a>	redox potentiating	major	2112
NIBR_2363:42uM	NIBR_2363:42uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2363_42_NIBR_0078_2019-09-16-16-52-59_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2363_42_NIBR_0078</a>	0.66	4469-0003	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_152>SGTC_152</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_152.BP>SGTC_152.BP</a>	19	minor	2363
NIBR_2319|B:50uM	NIBR_2319|B:50uM	no GO enrichment							2319
NIBR_2254:59.922uM	NIBR_2254:59.922uM	no GO enrichment							2254
NIBR_1472:65uM	NIBR_1472:65uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=1472_65_NIBR_0078_2019-09-16-16-53-06_fdrThresh_0.1_MCL_HyperG_withNonEnrich>1472_65_NIBR_0078</a>	0.41	3091-4833	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_339>SGTC_339</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_339.BP>SGTC_339.BP</a>	iron homeostasis	major	1472
NIBR_2348:7uM	NIBR_2348:7uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2348_7_NIBR_0078_2019-09-16-16-53-09_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2348_7_NIBR_0078</a>	0.85	3453-1652	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_611>SGTC_611</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_611.BP>SGTC_611.BP</a>	104	minor	2348
NIBR_2369:8uM	NIBR_2369:8uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2369_8_NIBR_0078_2019-09-16-16-53-11_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2369_8_NIBR_0078</a>	0.56	4469-0003	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_152>SGTC_152</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_152.BP>SGTC_152.BP</a>	19	minor	2369
NIBR_2472:96.435uM	NIBR_2472:96.435uM	no GO enrichment							2472
NIBR_1258:1.102uM	NIBR_1258:1.102uM	no GO enrichment							1258
